doc_id,hawkish_hits,dovish_hits,net_tone,tone_group
6434,0,2,-2,dovish
6437,0,2,-2,dovish
6442,0,4,-4,dovish
6446,0,2,-2,dovish
6447,0,2,-2,dovish
6456,0,16,-16,dovish
6457,0,20,-20,dovish
6465,0,3,-3,dovish
6491,0,2,-2,dovish
6497,0,2,-2,dovish
6498,0,11,-11,dovish
6521,3,0,3,hawkish
6536,0,2,-2,dovish
6541,0,12,-12,dovish
6553,0,12,-12,dovish
6554,0,2,-2,dovish
6561,2,0,2,hawkish
6563,0,2,-2,dovish
6567,0,6,-6,dovish
6568,0,2,-2,dovish
6569,0,4,-4,dovish
6570,0,2,-2,dovish
6572,0,2,-2,dovish
6573,0,3,-3,dovish
6578,0,2,-2,dovish
6588,0,2,-2,dovish
6590,0,7,-7,dovish
6591,0,2,-2,dovish
6595,0,2,-2,dovish
6600,0,2,-2,dovish
6601,4,0,4,hawkish
6604,0,3,-3,dovish
6606,10,0,10,hawkish
6614,3,0,3,hawkish
6616,2,0,2,hawkish
6625,2,0,2,hawkish
6632,0,10,-10,dovish
6633,0,7,-7,dovish
6656,0,2,-2,dovish
6660,0,6,-6,dovish
6665,0,10,-10,dovish
6667,0,2,-2,dovish
6670,0,4,-4,dovish
6674,0,6,-6,dovish
6678,0,34,-34,dovish
6679,0,2,-2,dovish
6681,0,8,-8,dovish
6685,0,6,-6,dovish
6697,0,5,-5,dovish
6700,0,2,-2,dovish
6701,0,5,-5,dovish
6707,0,4,-4,dovish
6719,0,2,-2,dovish
6721,0,2,-2,dovish
6726,0,4,-4,dovish
6728,0,2,-2,dovish
6729,2,0,2,hawkish
6743,0,2,-2,dovish
6747,0,3,-3,dovish
6748,0,2,-2,dovish
6756,5,0,5,hawkish
6757,0,2,-2,dovish
6764,0,14,-14,dovish
6769,0,5,-5,dovish
6775,0,3,-3,dovish
6789,0,9,-9,dovish
6790,0,7,-7,dovish
6806,0,2,-2,dovish
6813,0,2,-2,dovish
6823,0,2,-2,dovish
6827,0,2,-2,dovish
6828,0,7,-7,dovish
6833,0,7,-7,dovish
6859,0,8,-8,dovish
6867,4,0,4,hawkish
6870,0,5,-5,dovish
6896,0,2,-2,dovish
6898,2,0,2,hawkish
6912,0,8,-8,dovish
6913,0,3,-3,dovish
6916,0,4,-4,dovish
6921,6,0,6,hawkish
6932,0,3,-3,dovish
6933,0,5,-5,dovish
6938,0,24,-24,dovish
6940,0,7,-7,dovish
6943,4,0,4,hawkish
6946,0,2,-2,dovish
6952,0,3,-3,dovish
6960,0,19,-19,dovish
6980,3,0,3,hawkish
6982,0,7,-7,dovish
6991,0,11,-11,dovish
6995,2,0,2,hawkish
7001,0,5,-5,dovish
7004,0,2,-2,dovish
7008,0,6,-6,dovish
7011,4,0,4,hawkish
7015,0,2,-2,dovish
7017,0,2,-2,dovish
7020,0,5,-5,dovish
7029,0,6,-6,dovish
7037,0,2,-2,dovish
7045,2,0,2,hawkish
7046,0,3,-3,dovish
7049,0,6,-6,dovish
7053,0,4,-4,dovish
7061,0,6,-6,dovish
7063,0,5,-5,dovish
7064,0,5,-5,dovish
